salesRank,globalShipped
13551,0.1
13552,0.1
13553,0.1
13554,0.1
13555,0.1
13556,0.1
13557,0.1
13558,0.1
13559,0.1
13560,0.1
13561,0.1
13562,0.1
13563,0.1
13564,0.1
13565,0.1
13566,0.1
13567,0.1
13568,0.1
13569,0.1
13570,0.1
13571,0.1
13572,0.1
13573,0.1
13574,0.1
13575,0.1
13576,0.1
13577,0.1
13578,0.1
13579,0.1
13580,0.1
13581,0.1
13582,0.1
13583,0.1
13584,0.1
13585,0.1
13586,0.1
13587,0.1
13588,0.1
13589,0.1
13590,0.1
13591,0.1
13592,0.1
13593,0.1
13594,0.1
13595,0.1
13596,0.1
13597,0.1
13598,0.1
13599,0.1
13600,0.1
13601,0.1
13602,0.1
13603,0.1
13604,0.1
13605,0.1
13606,0.1
13607,0.1
13608,0.1
13609,0.1
13610,0.1
13611,0.1
13612,0.1
13613,0.1
13614,0.1
13615,0.1
13616,0.1
13617,0.1
13618,0.1
13619,0.1
13620,0.1
13621,0.1
13622,0.1
13623,0.1
13624,0.1
13625,0.1
13626,0.1
13627,0.1
13628,0.1
13629,0.1
13630,0.1
13631,0.1
13632,0.1
13633,0.1
13634,0.1
13635,0.1
13636,0.1
13637,0.1
13638,0.1
13639,0.1
13640,0.1
13641,0.1
13642,0.1
13643,0.1
13644,0.1
13645,0.1
13646,0.1
13647,0.1
13648,0.1
13649,0.1
13650,0.1
13651,0.1
13652,0.1
13653,0.1
13654,0.1
13655,0.1
13656,0.1
13657,0.1
13658,0.1
13659,0.1
13660,0.1
13661,0.1
13662,0.1
13663,0.1
13664,0.1
13665,0.1
13666,0.1
13667,0.1
13668,0.1
13669,0.1
13670,0.1
13671,0.1
13672,0.1
13673,0.1
13674,0.1
13675,0.1
13676,0.1
13677,0.1
13678,0.1
13679,0.1
13680,0.1
13681,0.1
13682,0.1
13683,0.1
13684,0.1
13685,0.1
13686,0.1
13687,0.1
13688,0.1
13689,0.1
13690,0.1
13691,0.1
13692,0.1
13693,0.1
13694,0.1
13695,0.1
13696,0.1
13697,0.1
13698,0.1
13699,0.1
13700,0.1
13701,0.1
13702,0.1
13703,0.1
13704,0.1
13705,0.1
13706,0.1
13707,0.1
13708,0.1
13709,0.1
13710,0.1
13711,0.1
13712,0.1
13713,0.1
13714,0.1
13715,0.1
13716,0.1
13717,0.1
13718,0.1
13719,0.1
13720,0.1
13721,0.1
13722,0.1
13723,0.1
13724,0.1
13725,0.1
13726,0.1
13727,0.1
13728,0.1
13729,0.1
13730,0.1
13731,0.1
13732,0.1
13733,0.1
13734,0.1
13735,0.1
13736,0.1
13737,0.1
13738,0.1
13739,0.1
13740,0.1
13741,0.1
13742,0.1
13743,0.1
13744,0.1
13745,0.1
13746,0.1
13747,0.1
13748,0.1
13749,0.1
13750,0.1
13751,0.1
13752,0.1
13753,0.1
13754,0.1
13755,0.1
13756,0.1
13757,0.1
13758,0.1
13759,0.1
13760,0.1
13761,0.1
13762,0.1
13763,0.1
13764,0.1
13765,0.1
13766,0.1
13767,0.1
13768,0.1
13769,0.1
13770,0.1
13771,0.1
13772,0.1
13773,0.1
13774,0.1
13775,0.1
13776,0.1
13777,0.1
13778,0.1
13779,0.1
13780,0.1
13781,0.1
13782,0.1
13783,0.1
13784,0.1
13785,0.1
13786,0.1
13787,0.1
13788,0.1
13789,0.1
13790,0.1
13791,0.1
13792,0.1
13793,0.1
13794,0.1
13795,0.1
13796,0.1
13797,0.1
13798,0.1
13799,0.1
13800,0.1
13801,0.1
13802,0.1
13803,0.1
13804,0.1
13805,0.1
13806,0.1
13807,0.1
13808,0.1
13809,0.1
13810,0.1
13811,0.1
13812,0.1
13813,0.1
13814,0.1
13815,0.1
13816,0.1
13817,0.1
13818,0.1
13819,0.1
13820,0.1
13821,0.1
13822,0.1
13823,0.1
13824,0.1
13825,0.1
13826,0.1
13827,0.1
13828,0.1
13829,0.1
13830,0.1
13831,0.1
13832,0.1
13833,0.1
13834,0.1
13835,0.1
13836,0.1
13837,0.1
13838,0.1
13839,0.1
13840,0.1
13841,0.1
13842,0.1
13843,0.1
13844,0.1
13845,0.1
13846,0.1
13847,0.1
13848,0.1
13849,0.1
13850,0.1
13851,0.1
13852,0.1
13853,0.1
13854,0.1
13855,0.1
13856,0.1
13857,0.1
13858,0.1
13859,0.1
13860,0.1
13861,0.1
13862,0.1
13863,0.1
13864,0.1
13865,0.1
13866,0.1
13867,0.1
13868,0.1
13869,0.1
13870,0.1
13871,0.1
13872,0.1
13873,0.1
13874,0.1
13875,0.1
13876,0.1
13877,0.1
13878,0.1
13879,0.1
13880,0.1
13881,0.1
13882,0.1
13883,0.1
13884,0.1
13885,0.1
13886,0.1
13887,0.1
13888,0.1
13889,0.1
13890,0.1
13891,0.1
13892,0.1
13893,0.1
13894,0.1
13895,0.1
13896,0.1
13897,0.1
13898,0.1
13899,0.1
13900,0.1
13901,0.1
13902,0.1
13903,0.1
13904,0.1
13905,0.1
13906,0.1
13907,0.1
13908,0.1
13909,0.1
13910,0.1
13911,0.1
13912,0.1
13913,0.1
13914,0.1
13915,0.1
13916,0.1
13917,0.1
13918,0.1
13919,0.1
13920,0.1
13921,0.1
13922,0.1
13923,0.1
13924,0.1
13925,0.1
13926,0.1
13927,0.1
13928,0.1
13929,0.1
13930,0.1
13931,0.1
13932,0.1
13933,0.1
13934,0.1
13935,0.1
13936,0.1
13937,0.1
13938,0.1
13939,0.1
13940,0.1
13941,0.1
13942,0.1
13943,0.1
13944,0.1
13945,0.1
13946,0.1
13947,0.1
13948,0.1
13949,0.1
13950,0.1
13951,0.1
13952,0.1
13953,0.1
13954,0.1
13955,0.1
13956,0.1
13957,0.1
13958,0.1
13959,0.1
13960,0.1
13961,0.1
13962,0.1
13963,0.1
13964,0.1
13965,0.1
13966,0.1
13967,0.1
13968,0.1
13969,0.1
13970,0.1
13971,0.1
13972,0.1
13973,0.1
13974,0.1
13975,0.1
13976,0.1
13977,0.1
13978,0.1
13979,0.1
13980,0.1
13981,0.1
13982,0.1
13983,0.1
13984,0.1
13985,0.1
13986,0.1
13987,0.1
13988,0.1
13989,0.1
13990,0.1
13991,0.1
13992,0.1
13993,0.1
13994,0.1
13995,0.1
13996,0.1
13997,0.1
13998,0.1
13999,0.1
14000,0.1
14001,0.1
14002,0.1
14003,0.1
14004,0.1
14005,0.1
14006,0.1
14007,0.1
14008,0.1
14009,0.1
14010,0.1
14011,0.1
14012,0.1
14013,0.1
14014,0.1
14015,0.1
14016,0.1
14017,0.1
14018,0.1
14019,0.1
14020,0.1
14021,0.1
14022,0.1
14023,0.1
14024,0.1
14025,0.1
14026,0.1
14027,0.1
14028,0.1
14029,0.1
14030,0.1
14031,0.1
14032,0.1
14033,0.1
14034,0.1
14035,0.1
14036,0.1
14037,0.1
14038,0.1
14039,0.1
14040,0.1
14041,0.1
14042,0.1
14043,0.1
14044,0.1
14045,0.1
14046,0.1
14047,0.1
14048,0.1
14049,0.1
14050,0.1
14051,0.1
14052,0.1
14053,0.1
14054,0.1
14055,0.1
14056,0.1
14057,0.1
14058,0.1
14059,0.1
14060,0.1
14061,0.1
14062,0.1
14063,0.1
14064,0.1
14065,0.1
14066,0.1
14067,0.1
14068,0.1
14069,0.1
14070,0.1
14071,0.1
14072,0.1
14073,0.1
14074,0.1
14075,0.1
14076,0.1
14077,0.1
14078,0.1
14079,0.1
14080,0.1
14081,0.1
14082,0.1
14083,0.1
14084,0.1
14085,0.1
14086,0.1
14087,0.1
14088,0.1
14089,0.1
14090,0.1
14091,0.1
14092,0.1
14093,0.1
14094,0.1
14095,0.1
14096,0.1
14097,0.1
14098,0.1
14099,0.1
14100,0.1
14101,0.1
14102,0.1
14103,0.1
14104,0.1
14105,0.1
14106,0.1
14107,0.1
14108,0.1
14109,0.1
14110,0.1
14111,0.1
14112,0.1
14113,0.1
14114,0.1
14115,0.1
14116,0.1
14117,0.1
14118,0.1
14119,0.1
14120,0.1
14121,0.1
14122,0.1
14123,0.1
14124,0.1
14125,0.1
14126,0.1
14127,0.1
14128,0.1
14129,0.1
14130,0.1
14131,0.1
14132,0.1
14133,0.1
14134,0.1
14135,0.1
14136,0.1
14137,0.1
14138,0.1
14139,0.1
14140,0.1
14141,0.1
14142,0.1
14143,0.1
14144,0.1
14145,0.1
14146,0.1
14147,0.1
14148,0.1
14149,0.1
14150,0.1
14151,0.1
14152,0.1
14153,0.1
14154,0.1
14155,0.1
14156,0.1
14157,0.1
14158,0.1
14159,0.1
14160,0.1
14161,0.1
14162,0.1
14163,0.1
14164,0.1
14165,0.1
14166,0.1
14167,0.1
14168,0.1
14169,0.1
14170,0.1
14171,0.1
14172,0.1
14173,0.1
14174,0.1
14175,0.1
14176,0.1
14177,0.1
14178,0.1
14179,0.1
14180,0.1
14181,0.1
14182,0.1
14183,0.1
14184,0.1
14185,0.1
14186,0.1
14187,0.1
14188,0.1
14189,0.1
14190,0.1
14191,0.1
14192,0.1
14193,0.1
14194,0.1
14195,0.1
14196,0.1
14197,0.1
14198,0.1
14199,0.1
14200,0.1
14201,0.1
14202,0.1
14203,0.1
14204,0.1
14205,0.1
14206,0.1
14207,0.1
14208,0.1
14209,0.1
14210,0.1
14211,0.1
14212,0.1
14213,0.1
14214,0.1
14215,0.1
14216,0.1
14217,0.1
14218,0.1
14219,0.1
14220,0.1
14221,0.1
14222,0.1
14223,0.1
14224,0.1
14225,0.1
14226,0.1
14227,0.1
14228,0.1
14229,0.1
14230,0.1
14231,0.1
14232,0.1
14233,0.1
14234,0.1
14235,0.1
14236,0.1
14237,0.1
14238,0.1
14239,0.1
14240,0.1
14241,0.1
14242,0.1
14243,0.1
14244,0.1
14245,0.1
14246,0.1
14247,0.1
14248,0.1
14249,0.1
14250,0.1
14251,0.1
14252,0.1
14253,0.1
14254,0.1
14255,0.1
14256,0.1
14257,0.1
14258,0.1
14259,0.1
14260,0.1
14261,0.1
14262,0.1
14263,0.1
14264,0.1
14265,0.1
14266,0.1
14267,0.1
14268,0.1
14269,0.1
14270,0.1
14271,0.1
14272,0.1
14273,0.1
14274,0.1
14275,0.1
14276,0.1
14277,0.1
14278,0.1
14279,0.1
14280,0.1
14281,0.1
14282,0.1
14283,0.1
14284,0.1
14285,0.1
14286,0.1
14287,0.1
14288,0.1
14289,0.1
14290,0.1
14291,0.1
14292,0.1
14293,0.1
14294,0.1
14295,0.1
14296,0.1
14297,0.1
14298,0.1
14299,0.1
14300,0.1
14301,0.1
14302,0.1
14303,0.1
14304,0.1
14305,0.1
14306,0.1
14307,0.1
14308,0.1
14309,0.1
14310,0.1
14311,0.1
14312,0.1
14313,0.1
14314,0.1
14315,0.1
14316,0.1
14317,0.1
14318,0.1
14319,0.1
14320,0.1
14321,0.1
14322,0.1
14323,0.1
14324,0.1
14325,0.1
14326,0.1
14327,0.1
14328,0.1
14329,0.1
14330,0.1
14331,0.1
14332,0.1
14333,0.1
14334,0.1
14335,0.1
14336,0.1
14337,0.1
14338,0.1
14339,0.1
14340,0.1
14341,0.1
14342,0.1
14343,0.1
14344,0.1
14345,0.1
14346,0.1
14347,0.1
14348,0.1
14349,0.1
14350,0.1
14351,0.1
14352,0.1
14353,0.1
14354,0.1
14355,0.1
14356,0.1
14357,0.1
14358,0.1
14359,0.1
14360,0.1
14361,0.1
14362,0.1
14363,0.1
14364,0.1
14365,0.1
14366,0.1
14367,0.1
14368,0.1
14369,0.1
14370,0.1
14371,0.1
14372,0.1
14373,0.1
14374,0.1
14375,0.1
14376,0.1
14377,0.1
14378,0.1
14379,0.1
14380,0.1
14381,0.1
14382,0.1
14383,0.1
14384,0.1
14385,0.1
14386,0.1
14387,0.1
14388,0.1
14389,0.1
14390,0.1
14391,0.1
14392,0.1
14393,0.1
14394,0.1
14395,0.1
14396,0.1
14397,0.1
14398,0.1
14399,0.1
14400,0.1
14401,0.1
14402,0.1
14403,0.1
14404,0.1
14405,0.1
14406,0.1
14407,0.1
14408,0.1
14409,0.1
14410,0.1
14411,0.1
14412,0.1
14413,0.1
14414,0.1
14415,0.1
14416,0.1
14417,0.1
14418,0.1
14419,0.1
14420,0.1
14421,0.1
14422,0.1
14423,0.1
14424,0.1
14425,0.1
14426,0.1
14427,0.1
14428,0.1
14429,0.1
14430,0.1
14431,0.1
14432,0.1
14433,0.1
14434,0.1
14435,0.1
14436,0.1
14437,0.1
14438,0.1
14439,0.1
14440,0.1
14441,0.1
14442,0.1
14443,0.1
14444,0.1
14445,0.1
14446,0.1
14447,0.1
14448,0.1
14449,0.1
14450,0.1
14451,0.1
14452,0.1
14453,0.1
14454,0.1
14455,0.1
14456,0.1
14457,0.1
14458,0.1
14459,0.1
14460,0.1
14461,0.1
14462,0.1
14463,0.1
14464,0.1
14465,0.1
14466,0.1
14467,0.1
14468,0.1
14469,0.1
14470,0.1
14471,0.1
14472,0.1
14473,0.1
14474,0.1
14475,0.1
14476,0.1
14477,0.1
14478,0.1
14479,0.1
14480,0.1
14481,0.1
14482,0.1
14483,0.1
14484,0.1
14485,0.1
14486,0.1
14487,0.1
14488,0.1
14489,0.1
14490,0.1
14491,0.1
14492,0.1
14493,0.1
14494,0.1
14495,0.1
14496,0.1
14497,0.1
14498,0.1
14499,0.1
14500,0.1
14501,0.1
14502,0.1
14503,0.1
14504,0.1
14505,0.1
14506,0.1
14507,0.1
14508,0.1
14509,0.1
14510,0.1
14511,0.1
14512,0.1
14513,0.1
14514,0.1
14515,0.1
14516,0.1
14517,0.1
14518,0.1
14519,0.1
14520,0.1
14521,0.1
14522,0.1
14523,0.1
14524,0.1
14525,0.1
14526,0.1
14527,0.1
14528,0.1
14529,0.1
14530,0.1
14531,0.1
14532,0.1
14533,0.1
14534,0.1
14535,0.1
14536,0.1
14537,0.1
14538,0.1
14539,0.1
14540,0.1
14541,0.1
14542,0.1
14543,0.1
14544,0.1
14545,0.1
14546,0.1
14547,0.1
14548,0.1
14549,0.1
14550,0.1
14551,0.1
14552,0.1
14553,0.1
14554,0.1
14555,0.1
14556,0.1
14557,0.1
14558,0.1
14559,0.1
14560,0.1
14561,0.1
14562,0.1
14563,0.1
14564,0.1
14565,0.1
14566,0.1
14567,0.1
14568,0.1
14569,0.1
14570,0.1
14571,0.1
14572,0.1
14573,0.1
14574,0.1
14575,0.1
14576,0.1
14577,0.1
14578,0.1
14579,0.1
14580,0.1
14581,0.1
14582,0.1
14583,0.1
14584,0.1
14585,0.1
14586,0.1
14587,0.1
14588,0.1
14589,0.1
14590,0.1
14591,0.1
14592,0.1
14593,0.1
14594,0.1
14595,0.1
14596,0.1
14597,0.1
14598,0.1
14599,0.1
14600,0.1
14601,0.1
14602,0.1
14603,0.1
14604,0.1
14605,0.1
14606,0.1
14607,0.1
14608,0.1
14609,0.1
14610,0.1
14611,0.1
14612,0.1
14613,0.1
14614,0.1
14615,0.1
14616,0.1
14617,0.1
14618,0.1
14619,0.1
14620,0.1
14621,0.1
14622,0.1
14623,0.1
14624,0.1
14625,0.1
14626,0.1
14627,0.1
14628,0.1
14629,0.1
14630,0.1
14631,0.1
14632,0.1
14633,0.1
14634,0.1
14635,0.1
14636,0.1
14637,0.1
14638,0.1
14639,0.1
14640,0.1
14641,0.1
14642,0.1
14643,0.1
14644,0.1
14645,0.1
14646,0.1
14647,0.1
14648,0.1
14649,0.1
14650,0.1
14651,0.1
14652,0.1
14653,0.1
14654,0.1
14655,0.1
14656,0.1
14657,0.1
14658,0.1
14659,0.1
14660,0.1
14661,0.1
14662,0.1
14663,0.1
14664,0.1
14665,0.1
14666,0.1
14667,0.1
14668,0.1
14669,0.1
14670,0.1
14671,0.1
14672,0.1
14673,0.1
14674,0.1
14675,0.1
14676,0.1
14677,0.1
14678,0.1
14679,0.1
14680,0.1
14681,0.1
14682,0.1
14683,0.1
14684,0.1
14685,0.1
14686,0.1
14687,0.1
14688,0.1
14689,0.1
14690,0.1
14691,0.1
14692,0.1
14693,0.1
14694,0.1
14695,0.1
14696,0.1
14697,0.1
14698,0.1
14699,0.1
14700,0.1
14701,0.1
14702,0.1
14703,0.1
14704,0.1
14705,0.1
14706,0.1
14707,0.1
14708,0.1
14709,0.1
14710,0.1
14711,0.1
14712,0.1
14713,0.1
14714,0.1
14715,0.1
14716,0.1
14717,0.1
14718,0.1
14719,0.1
14720,0.1
14721,0.1
14722,0.1
14723,0.1
14724,0.1
14725,0.1
14726,0.1
14727,0.1
14728,0.1
14729,0.1
14730,0.1
14731,0.1
14732,0.1
14733,0.1
14734,0.1
14735,0.1
14736,0.1
14737,0.1
14738,0.1
14739,0.1
14740,0.1
14741,0.1
14742,0.1
14743,0.1
14744,0.1
14745,0.1
14746,0.1
14747,0.1
14748,0.1
14749,0.1
14750,0.1
14751,0.1
14752,0.1
14753,0.1
14754,0.1
14755,0.1
14756,0.1
14757,0.1
14758,0.1
14759,0.1
14760,0.1
14761,0.1
14762,0.1
14763,0.1
14764,0.1
14765,0.1
14766,0.1
14767,0.1
14768,0.1
14769,0.1
14770,0.1
14771,0.1
14772,0.1
14773,0.1
14774,0.1
14775,0.1
14776,0.1
14777,0.1
14778,0.1
14779,0.1
14780,0.1
14781,0.1
14782,0.1
14783,0.1
14784,0.1
14785,0.1
14786,0.1
14787,0.1
14788,0.1
14789,0.1
14790,0.1
14791,0.1
14792,0.1
14793,0.1
14794,0.1
14795,0.1
14796,0.1
14797,0.1
14798,0.1
14799,0.1
14800,0.1
14801,0.1
14802,0.1
14803,0.1
14804,0.1
14805,0.1
14806,0.1
14807,0.1
14808,0.1
14809,0.1
14810,0.1
14811,0.1
14812,0.1
14813,0.1
14814,0.1
14815,0.1
14816,0.1
14817,0.1
14818,0.1
14819,0.1
14820,0.1
14821,0.1
14822,0.1
14823,0.1
14824,0.1
14825,0.1
14826,0.1
14827,0.1
14828,0.1
14829,0.1
14830,0.1
14831,0.1
14832,0.1
14833,0.1
14834,0.1
14835,0.1
14836,0.1
14837,0.1
14838,0.1
14839,0.1
14840,0.1
14841,0.1
14842,0.1
14843,0.1
14844,0.1
14845,0.1
14846,0.1
14847,0.1
14848,0.1
14849,0.1
14850,0.1
14851,0.1
14852,0.1
14853,0.1
14854,0.1
14855,0.1
14856,0.1
14857,0.1
14858,0.1
14859,0.1
14860,0.1
14861,0.1
14862,0.1
14863,0.1
14864,0.1
14865,0.1
14866,0.1
14867,0.1
14868,0.1
14869,0.1
14870,0.1
14871,0.1
14872,0.1
14873,0.1
14874,0.1
14875,0.1
14876,0.1
14877,0.1
14878,0.1
14879,0.1
14880,0.1
14881,0.1
14882,0.1
14883,0.1
14884,0.1
14885,0.1
14886,0.1
14887,0.1
14888,0.1
14889,0.1
14890,0.1
14891,0.1
14892,0.1
14893,0.1
14894,0.1
14895,0.1
14896,0.1
14897,0.1
14898,0.1
14899,0.1
14900,0.1
14901,0.1
14902,0.1
14903,0.1
14904,0.1
14905,0.1
14906,0.1
14907,0.1
14908,0.1
14909,0.1
14910,0.1
14911,0.1
14912,0.1
14913,0.1
14914,0.1
14915,0.1
14916,0.1
14917,0.1
14918,0.1
14919,0.1
14920,0.1
14921,0.1
14922,0.1
14923,0.1
14924,0.1
14925,0.1
14926,0.1
14927,0.1
14928,0.1
14929,0.1
14930,0.1
14931,0.1
14932,0.1
14933,0.1
14934,0.1
14935,0.1
14936,0.1
14937,0.1
14938,0.1
14939,0.1
14940,0.1
14941,0.1
14942,0.1
14943,0.1
14944,0.1
14945,0.1
14946,0.1
14947,0.1
14948,0.1
14949,0.1
14950,0.1
14951,0.1
14952,0.1
14953,0.1
14954,0.1
14955,0.1
14956,0.1
14957,0.1
14958,0.1
14959,0.1
14960,0.1
14961,0.1
14962,0.1
14963,0.1
14964,0.1
14965,0.1
14966,0.1
14967,0.1
14968,0.1
14969,0.1
14970,0.1
14971,0.1
14972,0.1
14973,0.1
14974,0.1
14975,0.1
14976,0.1
14977,0.1
14978,0.1
14979,0.1
14980,0.1
14981,0.1
14982,0.1
14983,0.1
14984,0.1
14985,0.1
14986,0.1
14987,0.1
14988,0.1
14989,0.1
14990,0.1
14991,0.1
14992,0.1
14993,0.1
14994,0.1
14995,0.1
14996,0.1
14997,0.1
14998,0.1
14999,0.1
15000,0.1
15001,0.1
15002,0.1
15003,0.1
15004,0.1
15005,0.1
15006,0.1
15007,0.1
15008,0.1
15009,0.1
15010,0.1
15011,0.1
15012,0.1
15013,0.1
15014,0.1
15015,0.1
15016,0.1
15017,0.1
15018,0.1
15019,0.1
15020,0.1
15021,0.1
15022,0.1
15023,0.1
15024,0.1
15025,0.1
15026,0.1
15027,0.1
15028,0.1
15029,0.1
15030,0.1
15031,0.1
15032,0.1
15033,0.1
15034,0.1
15035,0.1
15036,0.1
15037,0.1
15038,0.1
15039,0.1
15040,0.1
15041,0.1
15042,0.1
15043,0.1
15044,0.1
15045,0.1
15046,0.1
15047,0.1
15048,0.1
15049,0.1
15050,0.1
15051,0.1
15052,0.1
15053,0.1
15054,0.1
15055,0.1
15056,0.1
15057,0.1
15058,0.1
15059,0.1
15060,0.1
15061,0.1
15062,0.1
15063,0.1
15064,0.1
15065,0.1
15066,0.1
15067,0.1
15068,0.1
15069,0.1
15070,0.1
15071,0.1
15072,0.1
15073,0.1
15074,0.1
15075,0.1
15076,0.1
15077,0.1
15078,0.1
15079,0.1
15080,0.1
15081,0.1
15082,0.1
15083,0.1
15084,0.1
15085,0.1
15086,0.1
15087,0.1
15088,0.1
15089,0.1
15090,0.1
15091,0.1
15092,0.1
15093,0.1
15094,0.1
15095,0.1
15096,0.1
15097,0.1
15098,0.1
15099,0.1
15100,0.1
15101,0.1
15102,0.1
15103,0.1
15104,0.1
15105,0.1
15106,0.1
15107,0.1
15108,0.1
15109,0.1
15110,0.1
15111,0.1
15112,0.1
15113,0.1
15114,0.1
15115,0.1
15116,0.1
15117,0.1
15118,0.1
15119,0.1
15120,0.1
15121,0.1
15122,0.1
15123,0.1
15124,0.1
15125,0.1
15126,0.1
15127,0.1
15128,0.1
15129,0.1
15130,0.1
15131,0.1
15132,0.1
15133,0.1
15134,0.1
15135,0.1
15136,0.1
15137,0.1
15138,0.1
15139,0.1
15140,0.1
15141,0.1
15142,0.1
15143,0.1
15144,0.1
15145,0.1
15146,0.1
15147,0.1
15148,0.1
15149,0.1
15150,0.1
15151,0.1
15152,0.1
15153,0.1
15154,0.1
15155,0.1
15156,0.1
15157,0.1
15158,0.1
15159,0.1
15160,0.1
15161,0.1
15162,0.1
15163,0.1
15164,0.1
15165,0.1
15166,0.1
15167,0.1
15168,0.1
15169,0.1
15170,0.1
15171,0.1
15172,0.1
15173,0.1
15174,0.1
15175,0.1
15176,0.1
15177,0.1
15178,0.1
15179,0.1
15180,0.1
15181,0.1
15182,0.1
15183,0.1
15184,0.1
15185,0.1
15186,0.1
15187,0.1
15188,0.1
15189,0.1
15190,0.1
15191,0.1
15192,0.1
15193,0.1
15194,0.1
15195,0.1
15196,0.1
15197,0.1
15198,0.1
15199,0.1
15200,0.1
15201,0.1
15202,0.1
15203,0.1
15204,0.1
15205,0.1
15206,0.1
15207,0.1
15208,0.1
15209,0.1
15210,0.1
15211,0.1
15212,0.1
15213,0.1
15214,0.1
15215,0.1
15216,0.1
15217,0.1
15218,0.1
15219,0.1
15220,0.1
15221,0.1
15222,0.1
15223,0.1
15224,0.1
15225,0.1
15226,0.1
15227,0.1
15228,0.1
15229,0.1
15230,0.1
15231,0.1
15232,0.1
15233,0.1
15234,0.1
15235,0.1
15236,0.1
15237,0.1
15238,0.1
15239,0.1
15240,0.1
15241,0.1
15242,0.1
15243,0.1
15244,0.1
15245,0.1
15246,0.1
15247,0.1
15248,0.1
15249,0.1
15250,0.1
15251,0.1
15252,0.1
15253,0.1
15254,0.1
15255,0.1
15256,0.1
15257,0.1
15258,0.1
15259,0.1
15260,0.1
15261,0.1
15262,0.1
15263,0.1
15264,0.1
15265,0.1
15266,0.1
15267,0.1
15268,0.1
15269,0.1
15270,0.1
15271,0.1
15272,0.1
15273,0.1
15274,0.1
15275,0.1
15276,0.1
15277,0.1
15278,0.1
15279,0.1
15280,0.1
15281,0.1
15282,0.1
15283,0.1
15284,0.1
15285,0.1
15286,0.1
15287,0.1
15288,0.1
15289,0.1
15290,0.1
15291,0.1
15292,0.1
15293,0.1
15294,0.1
15295,0.1
15296,0.1
15297,0.1
15298,0.1
15299,0.1
15300,0.1
15301,0.1
15302,0.1
15303,0.1
15304,0.1
15305,0.1
15306,0.1
15307,0.1
15308,0.1
15309,0.1
15310,0.1
15311,0.1
15312,0.1
15313,0.1
15314,0.1
15315,0.1
15316,0.1
15317,0.1
15318,0.1
15319,0.1
15320,0.1
15321,0.1
15322,0.1
15323,0.1
15324,0.1
15325,0.1
15326,0.1
15327,0.1
15328,0.1
15329,0.1
15330,0.1
15331,0.1
15332,0.1
15333,0.1
15334,0.1
15335,0.1
15336,0.1
15337,0.1
15338,0.1
15339,0.1
15340,0.1
15341,0.1
15342,0.1
15343,0.1
15344,0.1
15345,0.1
15346,0.1
15347,0.1
15348,0.1
15349,0.1
15350,0.1
15351,0.1
15352,0.1
15353,0.1
15354,0.1
15355,0.1
15356,0.1
15357,0.1
15358,0.1
15359,0.1
15360,0.1
15361,0.1
15362,0.1
15363,0.1
15364,0.1
15365,0.1
15366,0.1
15367,0.1
15368,0.1
15369,0.1
15370,0.1
15371,0.1
15372,0.1
15373,0.1
15374,0.1
15375,0.1
15376,0.1
15377,0.1
15378,0.1
15379,0.1
15380,0.1
15381,0.1
15382,0.1
15383,0.1
15384,0.1
15385,0.1
15386,0.1
15387,0.1
15388,0.1
15389,0.1
15390,0.1
15391,0.1
15392,0.1
15393,0.1
15394,0.1
15395,0.1
15396,0.1
15397,0.1
15398,0.1
15399,0.1
15400,0.1
15401,0.1
15402,0.1
15403,0.1
15404,0.1
15405,0.1
15406,0.1
15407,0.1
15408,0.1
15409,0.1
15410,0.1
15411,0.1
15412,0.1
15413,0.1
15414,0.1
15415,0.1
15416,0.1
15417,0.1
15418,0.1
15419,0.1
15420,0.1
15421,0.1
15422,0.1
15423,0.1
15424,0.1
15425,0.1
15426,0.1
15427,0.1
15428,0.1
15429,0.1
15430,0.1
15431,0.1
15432,0.1
15433,0.1
15434,0.1
15435,0.1
15436,0.1
15437,0.1
15438,0.1
15439,0.1
15440,0.1
15441,0.1
15442,0.1
15443,0.1
15444,0.1
15445,0.1
15446,0.1
15447,0.1
15448,0.1
15449,0.1
15450,0.1
15451,0.1
15452,0.1
15453,0.1
15454,0.1
15455,0.1
15456,0.1
15457,0.1
15458,0.1
15459,0.1
15460,0.1
15461,0.1
15462,0.1
15463,0.1
15464,0.1
15465,0.1
15466,0.1
15467,0.1
15468,0.1
15469,0.1
15470,0.1
15471,0.1
15472,0.1
15473,0.1
15474,0.1
15475,0.1
15476,0.1
15477,0.1
15478,0.1
15479,0.1
15480,0.1
15481,0.1
15482,0.1
15483,0.1
15484,0.1
15485,0.1
15486,0.1
15487,0.1
15488,0.1
15489,0.1
15490,0.1
15491,0.1
15492,0.1
15493,0.1
15494,0.1
15495,0.1
15496,0.1
15497,0.1
15498,0.1
15499,0.1
15500,0.1
15501,0.1
15502,0.1
15503,0.1
15504,0.1
15505,0.1
15506,0.1
15507,0.1
15508,0.1
15509,0.1
15510,0.1
15511,0.1
15512,0.1
15513,0.1
15514,0.1
15515,0.1
15516,0.0
15517,0.0
15518,0.0
15519,0.0
15520,0.0
15521,0.0
15522,0.0
15523,0.0
15524,0.0
15525,0.0
15526,0.0
15527,0.0
15528,0.0
15529,0.0
15530,0.0
15531,0.0
15532,0.0
15533,0.0
15534,0.0
15535,0.0
15536,0.0
15537,0.0
15538,0.0
15539,0.0
15540,0.0
15541,0.0
15542,0.0
15543,0.0
15544,0.0
15545,0.0
15546,0.0
15547,0.0
15548,0.0
